Date,Month,MonthSort,Year,Quarter,Channel,Source,Campaign,Impressions,Clicks,Spend,VideoViews,Conversions,Revenue,CTR_pct,CPM,CPC,ConversionRate_pct
2026-02-14,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Awareness Push,170972,5129,14104.75,25646,308,169400.0,2.9999,82.4974,2.75,6.0051
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Programmatic,StackAdapt,Retargeting Display,171844,5155,14176.25,25777,309,169950.0,2.9998,82.4949,2.75,5.9942
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Paid Social,HubSpot,Brand Search,65827,1975,5431.25,9874,119,65450.0,3.0003,82.5079,2.75,6.0253
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Bing Ads,Email Nurture,59955,1799,4947.25,8993,108,59400.0,3.0006,82.5161,2.75,6.0033
2026-03-03,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Analytics,Brand Search,240678,7220,19855.0,36102,433,238150.0,2.9999,82.4961,2.75,5.9972
2025-12-24,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Brand Search,81972,2459,6762.25,12296,148,81400.0,2.9998,82.4946,2.75,6.0187
2026-01-07,Jan 2026,2026-01,2026,Q1 2026,Organic,HubSpot,Facebook Prospecting,123407,3702,10180.5,18511,222,122100.0,2.9998,82.4953,2.75,5.9968
2025-12-02,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Bing Ads,Brand Search,112492,3375,9281.25,16874,203,111650.0,3.0002,82.5059,2.75,6.0148
2025-12-11,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Bing Search,41957,1259,3462.25,6294,76,41800.0,3.0007,82.519,2.75,6.0365
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Paid Social,StackAdapt,Google Nonbrand,215425,6463,17773.25,32314,388,213400.0,3.0001,82.5032,2.75,6.0034
2025-10-31,Oct 2025,2025-10,2025,Q4 2025,Organic,Facebook Ads,Enterprise ABM,86008,2580,7095.0,12901,155,85250.0,2.9997,82.4923,2.75,6.0078
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Analytics,Google Nonbrand,126471,3794,10433.5,18971,228,125400.0,2.9999,82.4972,2.75,6.0095
2025-11-27,Nov 2025,2025-11,2025,Q4 2025,Paid Social,StackAdapt,Awareness Push,134505,4035,11096.25,20176,242,133100.0,2.9999,82.4969,2.75,5.9975
2026-03-18,Mar 2026,2026-03,2026,Q1 2026,Paid Search,HubSpot,Demo Requests,214081,6422,17660.5,32112,385,211750.0,2.9998,82.4945,2.75,5.995
2026-03-27,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Competitor Search,180385,5412,14883.0,27058,325,178750.0,3.0002,82.5069,2.75,6.0052
2026-03-14,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Retargeting Display,16563,497,1366.75,2484,30,16500.0,3.0007,82.5183,2.75,6.0362
2025-11-05,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Analytics,Demo Requests,45164,1355,3726.25,6775,81,44550.0,3.0002,82.5049,2.75,5.9779
2026-02-14,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Analytics,Retargeting Display,233538,7006,19266.5,35031,420,231000.0,2.9999,82.4984,2.75,5.9949
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Demo Requests,77596,2328,6402.0,11639,140,77000.0,3.0002,82.5043,2.75,6.0137
2026-01-19,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Google Analytics,LinkedIn Lead Gen,113985,3420,9405.0,17098,205,112750.0,3.0004,82.5109,2.75,5.9942
2025-11-30,Nov 2025,2025-11,2025,Q4 2025,Organic,Google Analytics,Google Nonbrand,179078,5372,14773.0,26862,322,177100.0,2.9998,82.4948,2.75,5.994
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Organic,StackAdapt,Organic Content,136859,4106,11291.5,20529,246,135300.0,3.0002,82.5046,2.75,5.9912
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Amazon Ad Server,Bing Search,49960,1499,4122.25,7494,90,49500.0,3.0004,82.511,2.75,6.004
2026-03-10,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Awareness Push,227859,6836,18799.0,34179,410,225500.0,3.0001,82.5028,2.75,5.9977
2025-11-01,Nov 2025,2025-11,2025,Q4 2025,Organic,HubSpot,LinkedIn Lead Gen,59559,1787,4914.25,8934,107,58850.0,3.0004,82.5106,2.75,5.9877
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Retargeting Display,158083,4742,13040.5,23712,285,156750.0,2.9997,82.4915,2.75,6.0101
2026-02-23,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Amazon Ad Server,Awareness Push,132774,3983,10953.25,19916,239,131450.0,2.9998,82.4954,2.75,6.0005
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Facebook Ads,Awareness Push,115372,3461,9517.75,17306,208,114400.0,2.9999,82.4962,2.75,6.0098
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Paid Search,LinkedIn Ads,Email Nurture,138730,4162,11445.5,20810,250,137500.0,3.0001,82.502,2.75,6.0067
2026-02-07,Feb 2026,2026-02,2026,Q1 2026,Programmatic,LinkedIn Ads,Organic Content,174769,5243,14418.25,26215,315,173250.0,3.0,82.4989,2.75,6.008
2025-11-24,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Facebook Ads,Demo Requests,217362,6521,17932.75,32604,391,215050.0,3.0001,82.5018,2.75,5.996
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Analytics,Bing Search,234167,7025,19318.75,35125,422,232100.0,3.0,82.4999,2.75,6.0071
2026-02-24,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Bing Ads,Demo Requests,166289,4989,13719.75,24943,299,164450.0,3.0002,82.5055,2.75,5.9932
2026-02-24,Feb 2026,2026-02,2026,Q1 2026,Programmatic,HubSpot,Brand Search,248161,7445,20473.75,37224,447,245850.0,3.0001,82.5019,2.75,6.004
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Programmatic,HubSpot,Competitor Search,211750,6353,17470.75,31763,381,209550.0,3.0002,82.5065,2.75,5.9972
2025-12-06,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Amazon Ad Server,Bing Search,88124,2644,7271.0,13219,159,87450.0,3.0003,82.5087,2.75,6.0136
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Bing Search,106303,3189,8769.75,15945,191,105050.0,2.9999,82.4977,2.75,5.9893
2025-11-26,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Analytics,Retargeting Display,40227,1207,3319.25,6034,72,39600.0,3.0005,82.513,2.75,5.9652
2025-11-21,Nov 2025,2025-11,2025,Q4 2025,Organic,Amazon Ad Server,Demo Requests,81485,2445,6723.75,12223,147,80850.0,3.0006,82.5152,2.75,6.0123
2026-01-22,Jan 2026,2026-01,2026,Q1 2026,Paid Search,StackAdapt,Organic Content,89447,2683,7378.25,13417,161,88550.0,2.9995,82.4874,2.75,6.0007
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Organic,LinkedIn Ads,Facebook Prospecting,145482,4364,12001.0,21822,262,144100.0,2.9997,82.4913,2.75,6.0037
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Programmatic,Google Analytics,LinkedIn Lead Gen,140671,4220,11605.0,21101,253,139150.0,2.9999,82.4975,2.75,5.9953
2026-01-23,Jan 2026,2026-01,2026,Q1 2026,Organic,Amazon Ad Server,Competitor Search,1524,46,126.5,229,3,1650.0,3.0184,83.0052,2.75,6.5217
2026-03-27,Mar 2026,2026-03,2026,Q1 2026,Paid Search,StackAdapt,Facebook Prospecting,3517,106,291.5,528,6,3300.0,3.0139,82.8831,2.75,5.6604
2025-11-27,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Bing Ads,Brand Search,15948,478,1314.5,2392,29,15950.0,2.9972,82.4241,2.75,6.0669
2025-12-29,Dec 2025,2025-12,2025,Q4 2025,Organic,Amazon Ad Server,Demo Requests,232215,6966,19156.5,34832,418,229900.0,2.9998,82.4947,2.75,6.0006
2026-04-20,Apr 2026,2026-04,2026,Q2 2026,Paid Search,StackAdapt,Retargeting Display,222800,6684,18381.0,33420,401,220550.0,3.0,82.5,2.75,5.9994
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Paid Social,HubSpot,Brand Search,10377,311,855.25,1557,19,10450.0,2.997,82.4178,2.75,6.1093
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Analytics,Retargeting Display,239469,7184,19756.0,35920,431,237050.0,3.0,82.4992,2.75,5.9994
2025-12-04,Dec 2025,2025-12,2025,Q4 2025,Organic,LinkedIn Ads,Awareness Push,178888,5367,14759.25,26833,322,177100.0,3.0002,82.5055,2.75,5.9996
2026-03-02,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Analytics,Bing Search,52470,1574,4328.5,7871,94,51700.0,2.9998,82.4948,2.75,5.972
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Facebook Ads,Google Nonbrand,155724,4672,12848.0,23359,280,154000.0,3.0002,82.5049,2.75,5.9932
2026-04-20,Apr 2026,2026-04,2026,Q2 2026,Programmatic,HubSpot,Demo Requests,45219,1357,3731.75,6783,81,44550.0,3.001,82.5262,2.75,5.969
2026-01-15,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Amazon Ad Server,Google Nonbrand,90859,2726,7496.5,13629,164,90200.0,3.0003,82.507,2.75,6.0161
2026-01-09,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Competitor Search,246408,7392,20328.0,36961,444,244200.0,2.9999,82.4973,2.75,6.0065
2026-02-24,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Awareness Push,18540,556,1529.0,2781,33,18150.0,2.9989,82.4703,2.75,5.9353
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Email Nurture,122589,3678,10114.5,18388,221,121550.0,3.0003,82.5074,2.75,6.0087
2025-12-02,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Bing Ads,Email Nurture,230528,6916,19019.0,34579,415,228250.0,3.0001,82.5019,2.75,6.0006
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Organic,Bing Ads,Google Nonbrand,147072,4412,12133.0,22061,265,145750.0,2.9999,82.497,2.75,6.0063
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Organic,StackAdapt,Email Nurture,230032,6901,18977.75,34505,414,227700.0,3.0,82.5005,2.75,5.9991
2026-01-15,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Bing Ads,Facebook Prospecting,176530,5296,14564.0,26480,318,174900.0,3.0001,82.5016,2.75,6.0045
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Google Ads,Facebook Prospecting,99515,2985,8208.75,14927,179,98450.0,2.9995,82.4876,2.75,5.9966
2026-01-02,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,Google Nonbrand,46316,1389,3819.75,6947,83,45650.0,2.999,82.4715,2.75,5.9755
2026-04-14,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Google Analytics,Facebook Prospecting,188464,5654,15548.5,28270,339,186450.0,3.0,82.5012,2.75,5.9958
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Paid Search,LinkedIn Ads,Organic Content,165350,4961,13642.75,24803,298,163900.0,3.0003,82.5083,2.75,6.0069
2026-02-26,Feb 2026,2026-02,2026,Q1 2026,Paid Social,HubSpot,Awareness Push,169694,5091,14000.25,25454,305,167750.0,3.0001,82.5029,2.75,5.991
2025-11-24,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Bing Ads,Competitor Search,4880,146,401.5,732,9,4950.0,2.9918,82.2746,2.75,6.1644
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Bing Ads,Facebook Prospecting,3332,100,275.0,500,6,3300.0,3.0012,82.533,2.75,6.0
2026-03-12,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Amazon Ad Server,Enterprise ABM,71712,2151,5915.25,10757,129,70950.0,2.9995,82.4862,2.75,5.9972
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Organic,Facebook Ads,Awareness Push,141347,4240,11660.0,21202,254,139700.0,2.9997,82.492,2.75,5.9906
2025-11-22,Nov 2025,2025-11,2025,Q4 2025,Organic,Amazon Ad Server,Organic Content,202834,6085,16733.75,30425,365,200750.0,3.0,82.4997,2.75,5.9984
